business_name,street_address,address_nickname,email_address,phone_primary,phone_secondary,website,hours_open_title,hours_open,payment_options,general_info,industry_searched,geo_location_searched
Jackson Hewitt Tax Service,"14545 W Grand Ave, Surprise, AZ 85374",Grand Marketplace,, (623) 556-4401,,http://www.jacksonhewitt.com,,,,,Data Management,"Phoenix, AZ"
Jackson Hewitt Tax Service,"6515 E Southern Ave, Mesa, AZ 85206",,, (480) 924-6600,,http://www.jacksonhewitt.com,Regular Hours,,,,Data Management,"Phoenix, AZ"
Jackson Hewitt Tax Service,"16995 W Greenway Rd Ste 109, Surprise, AZ 85388",,, (623) 975-8392,,http://www.jacksonhewitt.com,,,,,Data Management,"Phoenix, AZ"
Az Data Management Service,"14244 W Indianola Ave, Goodyear, AZ 85395",,, (623) 935-7222,,,,,,,Data Management,"Phoenix, AZ"
"EXPERT Home Inventory, LLC","1595 S Power Rd, Mesa, AZ 85206",,, (602) 899-1990,,,Regular Hours,,"visa, master card, amex, discover, check, paypal, cash, company card",,Data Management,"Phoenix, AZ"
Environmental Data Management,"7335 E Acoma Dr Ste 203, Scottsdale, AZ 85260",,info@comm-trac.com, (480) 315-0227,(866) 370-0227,http://www.edm-usa.com,Regular Hours,,,"Comm-Trac software has been in place since 1998 and was born from an environmental consultancy whose clients demanded technology to better manage eh&s compliance. Environmental Data Management, LLC (EDM) was formally established in February, 2002, to focus specifically on the software and grow the application to address the increasing requirements placed on regulated industry. We are headquartered in Scottsdale, Arizona and provide software tools and support services to help companies establish management systems for a wide variety of business types and at virtually any size, from multi-national corporations to small business. We listen. We pay close attention to our clients, and the environmental and safety marketplace as a whole, and respond by designing and providing products and services that are easy to reach within the client's environment of complex requirements and budget constraints. Our business development efforts are focused on markets that have typically been underserved, when it comes to management software, and provide solutions that offer a good mix of application power, operational simplicity, and budget manageability. We strive to provide products and services that add real value to the bottom line for your organization, no matter how large or small. Mr. Gramer is responsible for the overall management and direction of EDM. From strategic planning and business analysis to product development, marketing and sales he is a hands-on, engaged manager committed to excellence. Mr. Gramer brings more than 26 years of experience in business organization, management, and financial operations to EDM. Over the past 12 years, he has been helping start-up entrepreneurs get their operations organized, and has been involved with EDM as a financial consultant from the beginning. Mr. Gramer agreed to become a Managing Member of the LLC early on and in the 2nd quarter of 2006 acquired the controlling interest in EDM. His career path has led him through numerous industries, including: internet based Software Applications and Search Engine Development; He has a B.S. in Business Administration from St. John s University in Minnesota and obtained his CPA certificate, and followed up with post-graduate studies at William Mitchell College of Law. Dick and his wife Robbianne have four dynamic children keeping them very busy in and out of their home in Scottsdale, Arizona.",Data Management,"Phoenix, AZ"
Data Management Services,"2550 N Thunderbird Cir Ste 317, Mesa, AZ 85215",Falcon Field Airport,stanley@assistedstaffing.com, (480) 838-7551,,,,,,,Data Management,"Phoenix, AZ"
Maricopa Self Storage,"20125 N John Wayne Pkwy, Maricopa, AZ 85139",,maricopa@storage-solutions.org, (520) 226-4605,(480) 844-3900,https://www.storage-solutions.org/storage/arizona/storage-units-maricopa/20125-N-John-Wayne-Parkway-PO-Box-1138-109?utm_source=google&utm_medium=local&utm_content=109&utm_campaign=localmaps,Regular Hours,,"amex, cash, discover, master card, visa, check","About Maricopa Self Storage 
 
Maricopa Self Storage is the premier storage company in Maricopa, Arizona. Our address on John Wayne Parkway/Highway 347 makes us easy to find and convenient for all the residents and businesses in the area. We are proud to serve surrounding communities such as Casa Blanca, Sacaton, Casa Grande, and Chandler. 
 
We offer a wide variety of storage unit sizes and amenities. Our air conditioned units are perfect for sensitive business documents as well as other fragile items such as antiques. We have units that are drive-up accessible, so you can easily grab what you need. 
 
Our friendly storage professionals are excited to help you.",Data Management,"Phoenix, AZ"
Dollar Self Storage,"1441 E Old West Hwy, Apache Junction, AZ 85119",,customerservice@dollarselfstorage.com, (480) 982-3588,(480) 630-1470,,Regular Hours,,all major credit cards,,Data Management,"Phoenix, AZ"
Bell & Grand Mini Storage,"13331 W Bell Rd, Surprise, AZ 85378",,manager@youngtownbargainstorage.com, (623) 584-8383,(480) 818-6924,http://bargainstorage.com,Regular Hours,,"all major credit cards, amex, cash, check, debit, discover, master card, paypal, visa",,Data Management,"Phoenix, AZ"
Sundance Self Storage,"23380 W Yuma Rd, Buckeye, AZ 85326",,sundancess@guardiansc.com, (623) 748-1972,,https://www.castorage.com/storage/arizona/storage-units-buckeye/23380-W-Yuma-Rd-271?utm_source=google&utm_medium=local&utm_content=271&utm_campaign=localmaps,Regular Hours,,"amex, cash, check, discover, master card, visa","About Sundance Self Storage 
Situated just off the I-10 and the intersection at Watson Rd and Yuma Rd, Sundance Self Storage is located adjacent to the Sundance Marketplace (Walgreen's, Planet Fitness), Buckeye Marketplace (Fry's), and Sundance Towne Center (Walmart Supercenter, Lowe's). Our bright, modern facilities are home to a combination of exterior drive-up storage (for those who want to store large, bulky items with maximum convenience), to air conditioned indoor storage (for those who want to store with maximum comfort).",Data Management,"Phoenix, AZ"
Jackson Hewitt Tax Service,"7975 W Avenida Del Rey, Peoria, AZ 85383",,, (623) 849-4480,,http://www.jacksonhewitt.com,,,,,Data Management,"Phoenix, AZ"
Ben's Auto Parts & Service,"570 E Delavan Ave, Buffalo, NY 14211",,, (716) 894-1483,,,Regular Hours,,,,Data Management,"Phoenix, AZ"
Jackson Hewitt Tax Service,"5115 N Dysart Rd, Litchfield Park, AZ 85340",,, (623) 535-7508,,http://www.jacksonhewitt.com,,,,,Data Management,"Phoenix, AZ"
Jackson Hewitt Tax Service,"1606 S Signal Butte Rd, Mesa, AZ 85209",,, (480) 924-6600,,https://office.jacksonhewitt.com/tax-preparation-services-locations/en/az/mesa/1606-s-signal-butte-rd/53833?utm_source=extnet&utm_medium=local&utm_campaign=localmaps&utm_content=53833,Regular Hours,,debit,"Jackson Hewitt provides year-round support to hard-working clients with innovative, low-cost tax solutions. Call us for availability. Our clients get the Maximum Refund and Lifetime Accuracy guarantees, or we pay. Still need to file? Call our office or visit us online to learn about all available filing options. We are happy to help with your tax needs.",Data Management,"Phoenix, AZ"
Jackson Hewitt Tax Service,"1060 S Watson Rd, Buckeye, AZ 85326",Sundance Towne Ctr,JH.HBD@JHnet.com, (623) 745-3841,,https://office.jacksonhewitt.com/tax-preparation-services-locations/en/az/buckeye/1060-s-watson-rd/53407?utm_source=extnet&utm_medium=local&utm_campaign=localmaps&utm_content=53407,Regular Hours,,debit,"Jackson Hewitt provides year-round support to hard-working clients with innovative, low-cost tax solutions. Call us for availability. Our clients get the Maximum Refund and Lifetime Accuracy guarantees, or we pay. Still need to file? Call our office or visit us online to learn about all available filing options. We are happy to help with your tax needs.",Data Management,"Phoenix, AZ"
Jackson Hewitt Tax Service,"41650 W Maricopa Casa Grande, Maricopa, AZ 85138",,JH.HUV@JHnet.com, (520) 353-3331,,https://office.jacksonhewitt.com/tax-preparation-services-locations/en/az/maricopa/41650-w-maricopa-casa-grande-way/54430?utm_source=extnet&utm_medium=local&utm_campaign=localmaps&utm_content=54430,Regular Hours,,debit,"Jackson Hewitt provides year-round support to hard-working clients with innovative, low-cost tax solutions. Call us for availability. Our clients get the Maximum Refund and Lifetime Accuracy guarantees, or we pay. Still need to file? Call our office or visit us online to learn about all available filing options. We are happy to help with your tax needs.",SEO,"Sacramento, CA"
Jackson Hewitt Tax Service,"1725 W Hunt Hwy, Queen Creek, AZ 85143",,, (480) 924-6600,,https://office.jacksonhewitt.com/tax-preparation-services-locations/en/az/queen-creek/1725-w-hunt-highway/53751?utm_source=extnet&utm_medium=local&utm_campaign=localmaps&utm_content=53751,Regular Hours,,debit,"Jackson Hewitt provides year-round support to hard-working clients with innovative, low-cost tax solutions. Call us for availability. Our clients get the Maximum Refund and Lifetime Accuracy guarantees, or we pay. Still need to file? Call our office or visit us online to learn about all available filing options. We are happy to help with your tax needs.",SEO,"Sacramento, CA"
Jackson Hewitt Tax Service,"21055 E Rittenhouse Rd, Queen Creek, AZ 85142",,jh.hid@jhnet.com, (480) 924-6600,,https://office.jacksonhewitt.com/tax-preparation-services-locations/en/az/queen-creek/21055-south-rittenhouse-road/54451?utm_source=extnet&utm_medium=local&utm_campaign=localmaps&utm_content=54451,Regular Hours,,debit,"Jackson Hewitt provides year-round support to hard-working clients with innovative, low-cost tax solutions. Call us for availability. Our clients get the Maximum Refund and Lifetime Accuracy guarantees, or we pay. Still need to file? Call our office or visit us online to learn about all available filing options. We are happy to help with your tax needs.",SEO,"Sacramento, CA"
Jackson Hewitt Tax Service,"7215 S Power Rd Ste 110, Queen Creek, AZ 85142",,JH.HID@JHnet.com, (602) 541-1864,(480) 279-1969,http://www.jacksonhewitt.com,Regular Hours,,,,SEO,"Sacramento, CA"
Jackson Hewitt Tax Service,"34399 N Cave Creek Rd, Cave Creek, AZ 85331",,JH.HBD@JHnet.com, (480) 518-9756,,https://office.jacksonhewitt.com/tax-preparation-services-locations/en/az/cave-creek/34399-n-cave-creek-road/55835?utm_source=extnet&utm_medium=local&utm_campaign=localmaps&utm_content=55835,Regular Hours,,debit,"Jackson Hewitt provides year-round support to hard-working clients with innovative, low-cost tax solutions. Call us for availability. Our clients get the Maximum Refund and Lifetime Accuracy guarantees, or we pay. Still need to file? Call our office or visit us online to learn about all available filing options. We are happy to help with your tax needs.",SEO,"Sacramento, CA"
A Signature Here Mobile Notary Public-Loan Signing Agent,"1615 S 220th Ln, Buckeye, AZ 85326",,jfrakes61@yahoo.com, (602) 677-9889,,,,,,,SEO,"Sacramento, CA"
Jackson Hewitt Tax Service,"2555 W Apache Trl, Apache Junction, AZ 85120",,JH.HID@JHnet.com, (480) 924-6600,,https://office.jacksonhewitt.com/tax-preparation-services-locations/en/az/apache-junction/2555-w-apache-trail/51381?utm_source=extnet&utm_medium=local&utm_campaign=localmaps&utm_content=51381,Regular Hours,,debit,"Jackson Hewitt provides year-round support to hard-working clients with innovative, low-cost tax solutions. Call us for availability. Our clients get the Maximum Refund and Lifetime Accuracy guarantees, or we pay. Still need to file? Call our office or visit us online to learn about all available filing options. We are happy to help with your tax needs.",SEO,"Sacramento, CA"
Asset/Data Management,"12445 N Via La Playa, Fountain Hills, AZ 85268",,, (480) 252-5755,,http://www.assetdatamanagement.com,,,,,SEO,"Sacramento, CA"
Store More,"1596 S Watson Rd, Buckeye, AZ 85326",,victorville@storemoreselfstorage.com, (623) 386-0107,(623) 432-0810,http://www.storemoreselfstorage.com,Regular Hours,,"debit, cash, all major credit cards",,SEO,"Sacramento, CA"
Tripped Out FM,,,, (916) 709-5744,(209) 327-5117,,,,cash only,,SEO,"Sacramento, CA"
Jackson Hewitt Tax Service,"3890 W Happy Valley Rd Ste 164, Glendale, AZ 85310",,, (623) 581-3419,,http://www.jacksonhewitt.com,,,,,SEO,"Sacramento, CA"
Ten Management LLC,"4442 E Palmdale LN, Gilbert, AZ 85298",,, (678) 938-8973,,,Regular Hours,,,,SEO,"Sacramento, CA"
Dollar Self Storage,"2901 S Winchester Rd, Apache Junction, AZ 85119",,customerservice@dollarselfstorage.com, (480) 288-8299,(480) 675-4503,,Regular Hours,,all major credit cards,,SEO,"Sacramento, CA"
Jackson Hewitt Tax Service,"35 W Combs Rd Ste 103, Queen Creek, AZ 85140",,, (480) 822-3208,,http://www.jacksonhewitt.com,,,,,SEO,"Sacramento, CA"
WebPerfex,"Antelope, CA 95843",,hello@webperfex.com, (916) 572-7783,,http://www.webperfex.com,Regular Hours,,,"WebPerfex is a boutique web design studio specializing in Sacramento, CA. We specialize in website design, search engine optimization (SEO), graphic design, blog design and much more. Whether it is to brand your organization, or the design of a great website, we can point you in the right direction. We have helped many organizations in the United States and abroad start their web presence. We would love to help yours. Our Specialties Include: Custom Website Design, Mobile (Responsive) Web Design, Custom Website Development, Search Engine Optimization (SEO), Internet Marketing, Local SEO, Search Engine Marketing (SEM), Pay Per Click Management (PPC), Website Maintenance, Domains & Website Hosting, E-commerce, WordPress Content Management Solutions, Joomla CMS, Online Blogs, Google AdWords, Bing Ads, Content, Marketing & Copywriting, Email Marketing, Conversion Optimization and more! Contact us any time to see how we can be of service and if you happen to be in the Sacramento area, give us a holler, coffee's on us. We service Auburn, Carmichael, Davis, El Dorado Hills, Elk Grove, Fair Oaks, Folsom, Gold River, Granite Bay, Lincoln, Lodi, Loomis, Natomas, Orangevale, Rocklin, Roseville, Sacramento and surrounding areas.",SEO,"Sacramento, CA"
The Google Pro's,"Elk Grove, CA 95624",,, (916) 544-2311,(916) 544-2311,,Regular Hours,,,,SEO,"Sacramento, CA"
BiznessQuest.com,"Elk Grove, CA 95758",,info@BiznessQuest.com, (916) 544-0622,,,Regular Hours,,"amex, check, discover, master card, paypal, visa","BiznessQuest.com provides free business advertising solutions and affordable website, print and graphic design services.",SEO,"Sacramento, CA"
SacDesigner,,,sacdesigner@gmail.com, (916) 993-8765,,http://www.sacdesigner.com,Regular Hours,,"visa, master card","Providing elegant, modern and unique web designs for your business or personal web site. Lowest prices in town. Don't hire offshore design companies and get robbed, meet and get to know your designer  on a personal level!",SEO,"Sacramento, CA"
Dante Mutti Graphic Design,,,dantemutti@comcast.net, (916) 397-8014,,http://dantemutti.com,,,check,"With over 16 years of experience in Web or Print design, Dante Mutti is your resource when you need a Sacramento Graphic Designer.""",SEO,"Sacramento, CA"
Jackson Hewitt Tax Service,"1606 N Signal Butte Rd, Mesa, AZ 85207",,, (480) 924-6600,,http://www.jacksonhewitt.com,,,,,SEO,"Sacramento, CA"
Vollkin,"3612 Madison Ave Ste 33, North Highlands, CA 95660","We are located in a beautiful citry of sacramento. Of freeway 80 at 3612 madison ave in suite 33 North Highlands, CA 95660",contact@vollkin.com, (530) 830-2620,(916) 307-3837,http://vollkin.com/blog,,,"check, master card, paypal, visa",Vollkin brings search engine optimization and web design services to local business who need a better business online,SEO,"Sacramento, CA"
Marconi-Walnut Shopping Cntr,"4949 Marconi Ave, Carmichael, CA 95608",,, (916) 484-1397,,,,,,,SEO,"Sacramento, CA"
Ami's Mobile Notary,"25765 W Miami St, Buckeye, AZ 85326",,, (623) 225-8823,,,Regular Hours,,,,SEO,"Sacramento, CA"
Geokath Internet Advertising,,,geoff@geokathinternetadvertising.us, (909) 800-5616,,https://www.geokathinternetadvertising.com/cgi-sys/suspendedpage.cgi,,,,,SaaS,"Buffalo, NY"
Blaze Studios,"6827 Kermit Ln, Fair Oaks, CA 95628",,, (916) 546-5401,,http://blazestudios.biz,Regular Hours,,"debit, check, paypal, cash, all major credit cards","Blaze Studios is a Sacramento based one stop shop for all your web needs. Search Engine Optimization. Web Design, Ecommerce, Web Development, Content Management Systems, Responsive Web Design, Web Site Maintenance, Pay Per Click campaigns.",SaaS,"Buffalo, NY"
Digilu,"5089 Oak Mello Ct, Elk Grove, CA 95758",,, (805) 490-7900,,http://www.digilu.com,,,,"Digilu is different! Yes, we generate cutting-edge websites with mass appeal. Yes, we have a talented team of experts ready to serve at a moment's notice. And, yes, we also have over eighteen years experience to get the job done right. But, it's really our personal touch that sets us apart. There are many pieces to the web design puzzle and our objective is to reveal every angle through interviews, research, and observation to get that perfect fit. It's not a process or some clever strategy. It's what comes naturally. It's who we are.",SaaS,"Buffalo, NY"
Sacramento Web Services,"3233 Watt Ave # 161, Antelope, CA 95843",,info@sacramentowebservices.com, (916) 550-6963,,http://www.sacramento-web-services.com,Regular Hours,,"visa, master card, debit, check, cash",,SaaS,"Buffalo, NY"
Slavic Sacramento,"6314 Fair Oaks Blvd, Carmichael, CA 95608",,slavicsac@gmail.com, (916) 715-2197,(916) 715-2197,http://www.slavicsac.com,,,,,SaaS,"Buffalo, NY"
Standard Marketing Solution,"8300 Fair Oaks Blvd, Carmichael, CA 95608",,, (916) 604-1512,,http://www.standardmarketingsolution.com,,,"discover, visa, mastercard, all major credit cards, check, debit, paypal, financing available, amex","Standard Marketing Solution is a Digital Marketing Consulting agency  with award winning partnerships. We provide the best possible service for Digital Marketing, Advertising and Website development. Standard Marketing Solution will take your business into the 21st century by opening up doors you never thought possible. Call today 916-604-1512",SaaS,"Buffalo, NY"
ImpactLocal,"5120 Fair Oaks Blvd # 101-326, Carmichael, CA 95608",,info@impactlocal.net, (877) 225-5810,,,Regular Hours,,"all major credit cards, check, paypal"," At ImpactLocal, we believe in working smarter and harder. This is the approach we give to each client. There is no room for complacency in our efforts to provide each client with the most effective efforts to build and promote their businessâ€™ online presence.When it comes to internet marketing companies, there are literally tens of thousands to choose from. However, there are some important things to realize about a vast majority of those companies. Many are part of a larger company through a network, many deal in volume providing little efforts for a little (or a lot) of money, many wonâ€™t react to your customer service calls when their marketing efforts arenâ€™t providing any significant changes to your business, and most have workers in foreign countries that donâ€™t understand your business (and will prove less effective with changes in search engines that detect poor use of language).The fact is, online marketing is changing constantly and nearly all of the marketing firms in the world arenâ€™t keeping up with changes and providing their clients with effective solutions for change. They are relying on old business models with online marketing that wonâ€™t give your company a strategic edge over the competition and may harm your online presence in general with changes in the way search engines process data.ImpactLocal keeps up on the internet, technology and the insider world of search engine and online marketing firms. No one in this company is a salesman, but everyone is a geek. And our goal is to keep our knowledge level literally on the edge of the new and cutting edge in the internet world.The bottom line is when it comes to utilizing knowledge properly to make the smartest and most cost-effective decisions, the bottom line of a company drops dramatically. This is ImpactLocal. We work smarter and harder with your marketing so you donâ€™t have to worry about it.  ",SaaS,"Buffalo, NY"
Uniwebb Software,"9245 Laguna Springs Dr Ste 200, Elk Grove, CA 95758",Laguna Pointe,bo@uniwebb.com, (855) 864-9322,(916) 509-7253,http://www.uniwebb.com,Regular Hours,,"amex, cash, check, discover, invoicing available, master card, paypal, visa",,SaaS,"Buffalo, NY"
Sacramento Web Design,"3416 Evergreen Circle #5, West Sacramento, CA 95691",,, (916) 720-9086,,,,,,,SaaS,"Buffalo, NY"
SEP Connect,"5441 Fair Oaks Blvd Ste C3, Carmichael, CA 95608","SEP Connect is extremely successful at placing local search results on the First Page of Google. How are your customers searching for you when they don't know your name? We all know the answer to that question, they go to Google! We all use Google ev",support@sepconnect.com, (916) 857-0430,,,Regular Hours,,"carte blanche, visa, discover, mastercard, all major credit cards, check, debit, amex","We are the only company providing Search Engine Placement  service with our patent pending technology.  Forget wasting time and money on Search Engine Optimization and forget those empty promises that most SEO companies make.  With SEP Connect you'll have your Business Name and Phone Number on the first page of Google, and fast!",SaaS,"Buffalo, NY"
Cox Integrated Media LLC,"7405 Greenback Ln Ste 214, Citrus Heights, CA 95610",,, (916) 952-2593,(916) 241-9610,,Regular Hours,,"all major credit cards, check, debit","Committed to helping businesses increase sales through an integrated local on-line, mobile and social marketing program. Our affordable and extremely effective program allows your potential customers to find you more easily, and provides platforms for you to actively engage them. Using tools like ""Local Search Optimization"", ""Mobile Websites"", ""SMS Text Marketing"" and customized ""Social Media"" pages just to name a few.",SaaS,"Buffalo, NY"
Mark's Auto Parts,"1970 William St, Buffalo, NY 14206",,sales@marksautoparts.com, (716) 896-1616,(716) 283-3425,http://www.marksautoparts.com,Regular Hours,,"amex, discover",,SaaS,"Buffalo, NY"
Dashs Market,"1770 Hertel Ave, Buffalo, NY 14216",,josephdash@dashsmarket.com, (716) 835-3082,(716) 834-9307,http://www.dashsmarket.com,Regular Hours,,"all major credit cards, discover, mastercard, amex, check, debit, visa","Dash s Market offers a wide selection of food products throughout the state of New York. It has various divisions, such as flower shop, produce, deli and cheese, seafood, bakery, Frank s sandwich shoppe, and gourmet foods and party platters. The company provides a variety of New York Style, Italian, Kosher cold cuts and specialty cheese. Its gourmet and party platter range includes meat and cheese appetizer platter, fruit display, Kosher style platter, Crudites, Italian platter and petite sandwich display. Its bakery department provides various Italian and Artisan breads, French baguettes, rolls, pastries, muffins, croissants, cookies and pies. The company additionally offers online recipes, including winter vegetable and bean soup with pesto, shrimp risotto, and chicken breasts with leeks and mushrooms. Dash s Market is located in Buffalo, N.Y.",SaaS,"Buffalo, NY"
Cost Less Storage Solutions,"2519 W Houston Ave, Apache Junction, AZ 85120",,costless@storage-solutions.org, (480) 685-5745,,https://www.storage-solutions.org/storage/arizona/storage-units-apache-junction/2519-W-Houston-Ave-113?utm_source=google&utm_medium=local&utm_content=113&utm_campaign=localmaps,Regular Hours,,"discover, master card, visa, amex, cash, check","About Cost Less Self Storage 
 
When looking for storage near Apache Junction, Arizona, look no further than A Cost Less Self Storage! We're located in Southwest Apache Junction at 2519 W. Houston Avenue just off Ironwood Road and Guadalupe Road. Our storage facility offers a wide variety of unit sizes and amenities, including standard and air-cooled indoor storage units, large vehicle parking, and an RV dump station. We are proud to serve also serve nearby neighborhoods including Gold Canyon, San Tan Valley, and Queen Creek areas. We're just west of the Sunland Springs Village, Mountain Ranch, Santa Rita Ranch, and Mountain Heights communities. Call or go online today to find out more about our affordable prices and secure storage units!",SaaS,"Buffalo, NY"
Pratcher & Associates PC,"1133 Kensington Ave, Buffalo, NY 14215",,info@pratcherandassociates.com, (716) 838-4612,(716) 838-4828,http://pratcher.com,Regular Hours,,,"The law office of Franklin  Pratcher &  Associates, has over 30 years of experience in criminal defence and family law. Our mission is to provide our clients with support and knowledgeable representation with our extensive experience presenting clients in a wide range of criminal matters and family law throughout the Erie and Niagara Counties.",SaaS,"Buffalo, NY"
Sacramento SEM,"4547 Stonebriar Ct, Antelope, CA 95843",,, (916) 273-8380,,,,,,,SaaS,"Buffalo, NY"
Rescomm Digital Marketing,"6219 Burntwood Way, Citrus Heights, CA 95621",,bdvreel@ix.netcom.com, (916) 722-1019,(916) 709-3028,http://rescommgroup.com,Regular Hours,,,,SaaS,"Buffalo, NY"
Great Lakes Diesel,"2600 Hamburg Tpke, Buffalo, NY 14218",,rplauman1946@yahoo.com, (716) 822-2298,(716) 821-0799,http://www.greatlakesdieselengines.net,Regular Hours,,,,SaaS,"Buffalo, NY"
Bailey Tire Auto & Marine Service Inc.,"536 Englewood Ave, Buffalo, NY 14223",,repair@buffalonytires.com, (716) 834-4434,,http://buffalonytires.com,Regular Hours,,"debit, discover, all major credit cards, amex, check",,SaaS,"Buffalo, NY"
Transport Marketing,"2825 Lillard Drive, Davis, CA 95618",,transportmarketingoffice@gmail.com, (916) 675-2576,,http://truckmarketing.org,Regular Hours,,,"At Transport Marketing, we are laser focused on fueling the growth of your trucking company or your repair shop via digital marketing (pay per click).Transport Marketing guarantees your company will experience a surge in sales like never before. If we can't deliver on the results (this almost never happens), we will fully refund you your money. Experience explosive growth in your business today. Call Transport Marketing. (916) 675-276",SaaS,"Buffalo, NY"
Basil Resale South,"1180 Abbott Rd, Buffalo, NY 14220",,mdr14127@yahoo.com, (716) 822-3300,(716) 822-3318,http://www.basilresalesouth.com,Regular Hours,,financing available,,SaaS,"Buffalo, NY"
Michalek & Harrington,"300 Center Rd Ste 1, Buffalo, NY 14224",,info@michalekandharrington.com, (716) 675-6715,(716) 256-3821,http://michalekandharrington.com,Regular Hours,,"cash, check, discover, master card, visa","Michalek & Harrington of West Seneca, New York, is a local attorney office specializing in accidents, bankruptcy, and criminal law throughout the areas surrounding West Seneca. You can expect an honest estimate of the time the process may take, as well as the fees associated with representing you. Since you, and our other clients like you, are the reasons we're in practice, we strive to reach a complete resolution to every case in a timely manner.",SaaS,"Buffalo, NY"
University Car Care,"3931 Main St, Buffalo, NY 14226",,ucc3931@hotmail.com, (716) 405-0021,,http://www.unicarcare.com,Regular Hours,,"all major credit cards, debit, check, cash","University Car Care is located right at the Buffalo/Amherst Line and is one of the finest Buffalo Area car repair shops. The pledge we have made for our business is to provide our customers with such great service that they will tell their friends and family and they will return to us anytime they have a need. Mike Wendling, the owner says ""Customers love our shop"". University Car Care is committed to making customers for life. The way for any auto repair shop to do this is to make the auto repair experience a better one for the customer. At University Car Care we do this in many ways. First, we hire professionals that have a friendly and caring manner. Then we make sure to treat each customer like family.",SaaS,"Buffalo, NY"
Insanebuzz.com,"8128 Auburn Blvd, Citrus Heights, CA 95610",,, (916) 459-6736,,http://insanebuzz.com,,,,,SaaS,"Buffalo, NY"
Midtown Tire Inc,"2775 Broadway St, Buffalo, NY 14227",,midtowntire@hotmail.com, (716) 894-1657,(800) 888-4737,,,,"master card, visa",,SaaS,"Buffalo, NY"
Federal Meats,"2102 Kensington Ave, Buffalo, NY 14226",Located at the corner of Kensington Avenue @ Bernhardt.  (Snyder/Amherst area),info@federalmeats.com, (716) 839-0288,,http://www.federalmeats.com,Regular Hours,,"visa, debit, discover, mastercard","Federal Meats takes great pride in supplying the finest quality meats, seafood and deli products to western New York families since 1930. They specialize in friendly, knowledgeable service and phone orders are always welcome. The accept Cash, Master Card, Visa, Discover and EBT. Gift Certificates, Meat Packages and specialty Steak Packages are available for year round gift giving.",SaaS,"Buffalo, NY"
Summit Marketing,"9299 E Stockton Blvd Ste 40, Elk Grove, CA 95624",,info@summitmarketingonline.com, (916) 382-7229,,http://summitmarketingonline.com,Regular Hours,,,,SaaS,"Buffalo, NY"
Valu Muffler & Brake,"2603 Main St, Buffalo, NY 14214",,carlosbori1989@gmail.com, (716) 837-5280,,http://www.valuautocare.com,,,"amex, discover, master card, visa",,SaaS,"Buffalo, NY"
Kadish & Fiordaliso,"3517 Genesee St, Buffalo, NY 14225",,, (716) 634-6111,,http://www.kadishandfiordaliso.com,Regular Hours,,"amex, master card, visa, check","The Law Office of Kadish & Fiordaliso was formed in 1994 by attorneys Keith Kadish and Robert Fiordaliso, both of whom already had experience practicing with other firms. Our services include family law, disability, criminal law, residential disputes, general civil matters, and small estates/wills. Our attorneys each have at least 25 years experience practicing law and work hard in representing our clients. We are proud to have established long term relationships with many of our clients.",SaaS,"Buffalo, NY"
Express Tire,"475 Cayuga Rd, Buffalo, NY 14225",,robert.clark@dunntire.com, (716) 683-3934,(716) 683-3910,http://dunntire.com,,,"all major credit cards, discover, amex",,SaaS,"Buffalo, NY"
Black Forest Motorsport,"4585 Genesee St, Buffalo, NY 14225",,jason@blackforestmotorsport.com, (716) 634-1200,,http://www.blackforestmotorsport.com,Regular Hours,,"debit, mastercard, amex, check, paypal, all major credit cards, visa, discover",,SaaS,"Buffalo, NY"
Lucky Dragon Food Market,"811 Millersport Hwy, Buffalo, NY 14226",Grover Cleveland Shopping Ctr,, (716) 832-1188,,http://www.luckydragonfood.com,Regular Hours,,,We are a specialty asian grocery store located Amherst. NEW York.,SEO,"Phoenix, AZ"
Walt's Garage of Kenmore,"2575 Elmwood Ave, Buffalo, NY 14217",,ortners@ortnerdoor.com, (716) 876-1330,(716) 447-9456,https://www.waltsgarage.com,Regular Hours,,"amex, master card, visa, discover, all major credit cards, cash, check, debit","If you go anywhere else, you'll be saying ""I know I should have taken it to Walt's!"" Visit us today for quality auto repair you can trust!",SEO,"Phoenix, AZ"
Auto Plus,"20 Hazelwood Dr, Buffalo, NY 14228",,, (716) 531-9200,(716) 531-9315,,,,,"Uni-Select USA is one of the largest, independent distributors of automotive replacement parts, tools and accessories in the United States. It maintains a network of more than 30 distribution centers in the U.S. The company offers delivery and computerized order processing and inventory control services. Uni-Select USA also operates over 250 corporate stores in nearly 25 U.S. states. The company is a member of the Automotive Distribution Network. Uni-Select USA is a subsidiary of Automotive Group USA, which is one of the business units of Uni-Select.",SEO,"Phoenix, AZ"
